,coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,snow,rain,message
385,"{'lon': 66, 'lat': 32.83}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 287.91, 'feels_like': 284.99, 'temp_min': 287.91, 'temp_max': 287.91, 'pressure': 1019, 'humidity': 35, 'sea_level': 1019, 'grnd_level': 818}",,"{'speed': 1.22, 'deg': 99}",{'all': 95},1586711065.0,"{'country': 'AF', 'sunrise': 1586653776, 'sunset': 1586700205}",16200.0,1131461.0,Oruzgan,200,,,
386,"{'lon': 103.53, 'lat': 48.81}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 276.58, 'feels_like': 272.63, 'temp_min': 276.58, 'temp_max': 276.58, 'pressure': 1020, 'humidity': 45, 'sea_level': 1020, 'grnd_level': 881}",,"{'speed': 1.59, 'deg': 86}",{'all': 100},1586711065.0,"{'country': 'MN', 'sunrise': 1586729923, 'sunset': 1586778816}",28800.0,2032201.0,Bulgan,200,,,
387,"{'lon': 23.43, 'lat': -27.45}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 297.59, 'feels_like': 293.29, 'temp_min': 297.59, 'temp_max': 297.59, 'pressure': 1009, 'humidity': 25}",,"{'speed': 4.03, 'deg': 194}",{'all': 10},1586711065.0,"{'type': 3, 'id': 2008227, 'country': 'ZA', 'sunrise': 1586666488, 'sunset': 1586707923}",7200.0,986134.0,Kuruman,200,,,
388,"{'lon': -1.1, 'lat': 39.49}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 290.21, 'feels_like': 286.67, 'temp_min': 287.59, 'temp_max': 292.15, 'pressure': 1015, 'humidity': 52}",10000.0,"{'speed': 4.1, 'deg': 90}",{'all': 20},1586711066.0,"{'type': 1, 'id': 6432, 'country': 'ES', 'sunrise': 1586669458, 'sunset': 1586716725}",7200.0,2511930.0,Requena,200,,,
389,"{'lon': -115.95, 'lat': 30.48}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 290.05, 'feels_like': 286.12, 'temp_min': 290.05, 'temp_max': 290.05, 'pressure': 1018, 'humidity': 63, 'sea_level': 1018, 'grnd_level': 1017}",,"{'speed': 5.61, 'deg': 313}",{'all': 91},1586710612.0,"{'country': 'MX', 'sunrise': 1586697536, 'sunset': 1586743765}",-25200.0,3984997.0,San Quintín,200,,,
390,"{'lon': 150.73, 'lat': -23.13}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 293.15, 'feels_like': 293.26, 'temp_min': 293.15, 'temp_max': 293.15, 'pressure': 1015, 'humidity': 77}",10000.0,"{'speed': 2.6, 'deg': 100}",{'all': 0},1586711066.0,"{'type': 1, 'id': 9499, 'country': 'AU', 'sunrise': 1586722162, 'sunset': 1586763926}",36000.0,2142316.0,Yeppoon,200,,,
391,"{'lon': 117.25, 'lat': 3.82}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 297.28, 'feels_like': 301.87, 'temp_min': 297.28, 'temp_max': 297.28, 'pressure': 1011, 'humidity': 92, 'sea_level': 1011, 'grnd_level': 1010}",,"{'speed': 0.73, 'deg': 350}",{'all': 4},1586711066.0,"{'country': 'ID', 'sunrise': 1586729128, 'sunset': 1586773027}",28800.0,1627877.0,Sembakung,200,,{'3h': 2.46},
392,"{'lon': 127.47, 'lat': 63.92}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 263.94, 'feels_like': 258.51, 'temp_min': 263.94, 'temp_max': 263.94, 'pressure': 1020, 'humidity': 94, 'sea_level': 1020, 'grnd_level': 1010}",,"{'speed': 3.39, 'deg': 306}",{'all': 0},1586710839.0,"{'country': 'RU', 'sunrise': 1586721960, 'sunset': 1586775291}",32400.0,2017215.0,Sangar,200,,,
393,"{'lon': -70.38, 'lat': -3.77}","[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]",stations,"{'temp': 300.15, 'feels_like': 305.42, 'temp_min': 300.15, 'temp_max': 300.15, 'pressure': 1016, 'humidity': 88}",10000.0,"{'speed': 1.5, 'deg': 310}",{'all': 75},1586711066.0,"{'type': 1, 'id': 8600, 'country': 'CO', 'sunrise': 1586688056, 'sunset': 1586731376}",-18000.0,3671387.0,Puerto Nariño,200,,,
394,"{'lon': 55.28, 'lat': -21.15}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 294.52, 'feels_like': 295.3, 'temp_min': 290.37, 'temp_max': 297.15, 'pressure': 1017, 'humidity': 83}",10000.0,"{'speed': 3.1, 'deg': 350}",{'all': 100},1586710790.0,"{'type': 1, 'id': 2127, 'country': 'RE', 'sunrise': 1586658570, 'sunset': 1586700556}",14400.0,6690297.0,Saint-Leu,200,,{'3h': 0.19},
395,"{'lon': -25.43, 'lat': 37.72}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 290.15, 'feels_like': 288.19, 'temp_min': 290.15, 'temp_max': 290.15, 'pressure': 1031, 'humidity': 77}",10000.0,"{'speed': 4.1, 'deg': 40}",{'all': 75},1586710810.0,"{'type': 1, 'id': 6899, 'country': 'PT', 'sunrise': 1586675408, 'sunset': 1586722452}",0.0,3372472.0,Vila Franca do Campo,200,,,
396,"{'lon': 9.66, 'lat': 39.93}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 292.15, 'feels_like': 291.19, 'temp_min': 292.15, 'temp_max': 292.15, 'pressure': 1019, 'humidity': 72}",10000.0,"{'speed': 3.1, 'deg': 140}",{'all': 75},1586711066.0,"{'type': 1, 'id': 6733, 'country': 'IT', 'sunrise': 1586666849, 'sunset': 1586714171}",7200.0,2522890.0,Tortolì,200,,,
397,"{'lon': -67.62, 'lat': 5.66}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 309.15, 'feels_like': 309.97, 'temp_min': 309.15, 'temp_max': 309.15, 'pressure': 1013, 'humidity': 34}",10000.0,"{'speed': 2.6, 'deg': 70}",{'all': 100},1586711066.0,"{'type': 1, 'id': 8586, 'country': 'VE', 'sunrise': 1586687037, 'sunset': 1586731070}",-14400.0,3629710.0,Puerto Ayacucho,200,,,
398,"{'lon': 8.52, 'lat': 8.48}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 305.99, 'feels_like': 304.49, 'temp_min': 305.99, 'temp_max': 305.99, 'pressure': 1008, 'humidity': 24, 'sea_level': 1008, 'grnd_level': 990}",,"{'speed': 2.05, 'deg': 118}",{'all': 68},1586711066.0,"{'country': 'NG', 'sunrise': 1586668660, 'sunset': 1586712906}",3600.0,2332515.0,Lafia,200,,,
399,"{'lon': -53.81, 'lat': -29.68}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 296.15, 'feels_like': 295.88, 'temp_min': 296.15, 'temp_max': 296.15, 'pressure': 1018, 'humidity': 60}",10000.0,"{'speed': 2.6, 'deg': 100}",{'all': 20},1586711066.0,"{'type': 1, 'id': 8430, 'country': 'BR', 'sunrise': 1586685137, 'sunset': 1586726343}",-10800.0,3450083.0,Santa Maria,200,,,
400,"{'lon': 123.58, 'lat': -10.17}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 300.04, 'feels_like': 303, 'temp_min': 300.04, 'temp_max': 300.04, 'pressure': 1010, 'humidity': 78, 'sea_level': 1010, 'grnd_level': 1005}",,"{'speed': 3.04, 'deg': 128}",{'all': 100},1586711067.0,"{'country': 'ID', 'sunrise': 1586728148, 'sunset': 1586770969}",28800.0,2057087.0,Kupang,200,,,
401,"{'lon': -52.33, 'lat': 4.93}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 303.15, 'feels_like': 304.02, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1013, 'humidity': 66}",10000.0,"{'speed': 6.2, 'deg': 40}",{'all': 75},1586710561.0,"{'type': 1, 'id': 8669, 'country': 'GF', 'sunrise': 1586683396, 'sunset': 1586727373}",-10800.0,3382160.0,Cayenne,200,,,
402,"{'lon': 55.2, 'lat': 45.32}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 282.52, 'feels_like': 276.96, 'temp_min': 282.52, 'temp_max': 282.52, 'pressure': 1018, 'humidity': 51, 'sea_level': 1018, 'grnd_level': 1017}",,"{'speed': 5.06, 'deg': 264}",{'all': 90},1586711067.0,"{'country': 'KZ', 'sunrise': 1586655531, 'sunset': 1586703633}",18000.0,610298.0,Beyneu,200,,,
403,"{'lon': -157.84, 'lat': 21.44}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 294.09, 'feels_like': 292.85, 'temp_min': 292.15, 'temp_max': 296.15, 'pressure': 1018, 'humidity': 69}",16093.0,"{'speed': 4.1, 'deg': 10}",{'all': 90},1586711067.0,"{'type': 1, 'id': 7877, 'country': 'US', 'sunrise': 1586708029, 'sunset': 1586753377}",-36000.0,5856516.0,‘Āhuimanu,200,,,
404,"{'lon': 96.13, 'lat': 4.14}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 299.92, 'feels_like': 304.36, 'temp_min': 299.92, 'temp_max': 299.92, 'pressure': 1011, 'humidity': 81, 'sea_level': 1011, 'grnd_level': 1011}",,"{'speed': 1.33, 'deg': 28}",{'all': 66},1586710833.0,"{'country': 'ID', 'sunrise': 1586734183, 'sunset': 1586778108}",25200.0,1214488.0,Meulaboh,200,,,
405,"{'lon': -57.63, 'lat': -32.68}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 298.71, 'feels_like': 298.41, 'temp_min': 298.71, 'temp_max': 298.71, 'pressure': 1017, 'humidity': 43}",,"{'speed': 1.34, 'deg': 90, 'gust': 6.26}",{'all': 31},1586711067.0,"{'type': 3, 'id': 2019376, 'country': 'UY', 'sunrise': 1586686201, 'sunset': 1586727112}",-10800.0,3439525.0,Young,200,,,
406,"{'lon': 37.18, 'lat': 35.3}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 287.42, 'feels_like': 283.91, 'temp_min': 287.42, 'temp_max': 287.42, 'pressure': 1017, 'humidity': 59, 'sea_level': 1017, 'grnd_level': 968}",,"{'speed': 3.81, 'deg': 279}",{'all': 11},1586711067.0,"{'country': 'SY', 'sunrise': 1586660545, 'sunset': 1586707268}",10800.0,172515.0,Abu Samrah,200,,,
407,"{'lon': 22.2, 'lat': -33.59}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 290.15, 'feels_like': 286.18, 'temp_min': 290.15, 'temp_max': 290.15, 'pressure': 1016, 'humidity': 63}",10000.0,"{'speed': 5.7, 'deg': 230}",{'all': 75},1586711067.0,"{'type': 1, 'id': 1918, 'country': 'ZA', 'sunrise': 1586667079, 'sunset': 1586707923}",7200.0,967106.0,Oudtshoorn,200,,,
408,"{'lon': 113.63, 'lat': -24.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 298.15, 'feels_like': 299.26, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1013, 'humidity': 94}",10000.0,"{'speed': 6.7, 'deg': 170}",{'all': 6},1586710614.0,"{'type': 1, 'id': 9505, 'country': 'AU', 'sunrise': 1586731145, 'sunset': 1586772747}",28800.0,2074865.0,Carnarvon,200,,,
409,"{'lon': -83.87, 'lat': 9.84}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 301.42, 'feels_like': 299.91, 'temp_min': 299.26, 'temp_max': 304.15, 'pressure': 1019, 'humidity': 48}",10000.0,"{'speed': 5.1, 'deg': 100}",{'all': 34},1586711067.0,"{'type': 1, 'id': 7205, 'country': 'CR', 'sunrise': 1586690773, 'sunset': 1586735133}",-21600.0,3622547.0,Paraíso,200,,{'3h': 0.39},
410,"{'lon': -7.72, 'lat': 4.38}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 301.45, 'feels_like': 305.04, 'temp_min': 301.45, 'temp_max': 301.45, 'pressure': 1009, 'humidity': 77, 'sea_level': 1009, 'grnd_level': 1009}",,"{'speed': 3.07, 'deg': 193}",{'all': 70},1586711067.0,"{'country': 'LR', 'sunrise': 1586672714, 'sunset': 1586716647}",0.0,2276492.0,Harper,200,,{'3h': 0.8},
411,"{'lon': -25.67, 'lat': 37.73}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 290.15, 'feels_like': 288.19, 'temp_min': 290.15, 'temp_max': 290.15, 'pressure': 1031, 'humidity': 77}",10000.0,"{'speed': 4.1, 'deg': 40}",{'all': 75},1586710866.0,"{'type': 1, 'id': 6899, 'country': 'PT', 'sunrise': 1586675465, 'sunset': 1586722510}",0.0,3372783.0,Ponta Delgada,200,,,
412,"{'lon': 4.38, 'lat': 12.22}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 309.71, 'feels_like': 305.37, 'temp_min': 309.71, 'temp_max': 309.71, 'pressure': 1006, 'humidity': 10, 'sea_level': 1006, 'grnd_level': 983}",,"{'speed': 3.36, 'deg': 86}",{'all': 33},1586711068.0,"{'country': 'NG', 'sunrise': 1586669507, 'sunset': 1586714047}",3600.0,2336237.0,Jega,200,,,
413,"{'lon': 66.32, 'lat': 51.1}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 280.85, 'feels_like': 276.73, 'temp_min': 280.85, 'temp_max': 280.85, 'pressure': 1011, 'humidity': 51, 'sea_level': 1011, 'grnd_level': 982}",,"{'speed': 2.7, 'deg': 249}",{'all': 3},1586711068.0,"{'country': 'KZ', 'sunrise': 1586652336, 'sunset': 1586701491}",21600.0,1524606.0,Derzhavīnsk,200,,,
414,"{'lon': 48.48, 'lat': 8.41}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 300.41, 'feels_like': 297.06, 'temp_min': 300.41, 'temp_max': 300.41, 'pressure': 1012, 'humidity': 57, 'sea_level': 1012, 'grnd_level': 960}",,"{'speed': 8.77, 'deg': 113}",{'all': 52},1586710806.0,"{'country': 'SO', 'sunrise': 1586659076, 'sunset': 1586703313}",10800.0,58933.0,Garoowe,200,,,
415,"{'lon': -66.38, 'lat': 50.2}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 276.15, 'feels_like': 270.4, 'temp_min': 276.15, 'temp_max': 276.15, 'pressure': 1011, 'humidity': 59}",48279.0,"{'speed': 4.6, 'deg': 190}",{'all': 75},1586710811.0,"{'type': 1, 'id': 1013, 'country': 'CA', 'sunrise': 1586684229, 'sunset': 1586733283}",-14400.0,6144312.0,Sept-Îles,200,,,
416,"{'lon': 99.83, 'lat': 52.52}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 271.01, 'feels_like': 266.92, 'temp_min': 271.01, 'temp_max': 271.01, 'pressure': 1026, 'humidity': 57, 'sea_level': 1026, 'grnd_level': 866}",,"{'speed': 1.53, 'deg': 49}",{'all': 99},1586711068.0,"{'country': 'RU', 'sunrise': 1586730419, 'sunset': 1586780096}",28800.0,1496073.0,Orlik,200,,,
417,"{'lon': 143.58, 'lat': -38.33}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 282.34, 'feels_like': 281.7, 'temp_min': 280.93, 'temp_max': 284.26, 'pressure': 1020, 'humidity': 96}",,"{'speed': 0.45, 'deg': 276, 'gust': 1.34}",{'all': 100},1586711068.0,"{'type': 3, 'id': 2008422, 'country': 'AU', 'sunrise': 1586724640, 'sunset': 1586764878}",36000.0,2171069.0,Colac,200,,,
418,"{'lon': 119.81, 'lat': 16.29}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 298.58, 'feels_like': 296.71, 'temp_min': 298.58, 'temp_max': 298.58, 'pressure': 1011, 'humidity': 80, 'sea_level': 1011, 'grnd_level': 995}",,"{'speed': 9.18, 'deg': 11}",{'all': 29},1586711068.0,"{'country': 'PH', 'sunrise': 1586728009, 'sunset': 1586772917}",28800.0,1717787.0,Catuday,200,,,
419,"{'lon': 82.47, 'lat': 65.7}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 273.79, 'feels_like': 269.69, 'temp_min': 273.79, 'temp_max': 273.79, 'pressure': 1022, 'humidity': 97, 'sea_level': 1022, 'grnd_level': 1021}",,"{'speed': 3.06, 'deg': 176}",{'all': 100},1586711068.0,"{'country': 'RU', 'sunrise': 1586646120, 'sunset': 1586699957}",18000.0,1502073.0,Krasnosel'kup,200,,{'3h': 0.13},
420,"{'lon': 93.04, 'lat': 60.37}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 269.69, 'feels_like': 266.23, 'temp_min': 269.69, 'temp_max': 269.69, 'pressure': 1032, 'humidity': 93, 'sea_level': 1032, 'grnd_level': 969}",,"{'speed': 1.3, 'deg': 145}",{'all': 1},1586710829.0,"{'country': 'RU', 'sunrise': 1586730925, 'sunset': 1586782849}",25200.0,1492566.0,Severo-Yeniseyskiy,200,,,
421,"{'lon': -74.2, 'lat': 11.24}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 304.45, 'feels_like': 309.05, 'temp_min': 304.15, 'temp_max': 306.48, 'pressure': 1014, 'humidity': 74}",10000.0,"{'speed': 3.6, 'deg': 300}",{'all': 40},1586710810.0,"{'type': 1, 'id': 8624, 'country': 'CO', 'sunrise': 1586688398, 'sunset': 1586732868}",-18000.0,3668605.0,Santa Marta,200,,,
422,"{'lon': -52.9, 'lat': 65.42}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 274.7, 'feels_like': 264.06, 'temp_min': 274.7, 'temp_max': 274.7, 'pressure': 994, 'humidity': 90, 'sea_level': 994, 'grnd_level': 989}",,"{'speed': 12.38, 'deg': 157}",{'all': 99},1586711069.0,"{'country': 'GL', 'sunrise': 1586678594, 'sunset': 1586732449}",-7200.0,3421982.0,Maniitsoq,200,,{'3h': 0.41},
423,"{'lon': 100.18, 'lat': 25.7}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 283.86, 'feels_like': 280.74, 'temp_min': 283.86, 'temp_max': 283.86, 'pressure': 1015, 'humidity': 36, 'sea_level': 1015, 'grnd_level': 804}",,"{'speed': 0.93, 'deg': 254}",{'all': 23},1586711069.0,"{'country': 'CN', 'sunrise': 1586732286, 'sunset': 1586778061}",28800.0,1814093.0,Dali,200,,{'3h': 0.35},
424,"{'lon': 12.15, 'lat': -15.2}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 297.88, 'feels_like': 299.7, 'temp_min': 297.88, 'temp_max': 297.88, 'pressure': 1011, 'humidity': 75, 'sea_level': 1011, 'grnd_level': 1009}",,"{'speed': 2.68, 'deg': 287}",{'all': 1},1586710827.0,"{'country': 'AO', 'sunrise': 1586668684, 'sunset': 1586711140}",3600.0,3347019.0,Mossamedes,200,,,
425,"{'lon': 82.34, 'lat': 53.07}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 275.25, 'feels_like': 270.41, 'temp_min': 275.25, 'temp_max': 275.25, 'pressure': 1019, 'humidity': 82, 'sea_level': 1019, 'grnd_level': 993}",,"{'speed': 3.94, 'deg': 84}",{'all': 8},1586711069.0,"{'country': 'RU', 'sunrise': 1586734546, 'sunset': 1586784363}",25200.0,1493722.0,Rebrikha,200,,,
426,"{'lon': -68.54, 'lat': -31.54}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 296.65, 'feels_like': 291.32, 'temp_min': 296.65, 'temp_max': 296.65, 'pressure': 1010, 'humidity': 31, 'sea_level': 1010, 'grnd_level': 938}",,"{'speed': 6.12, 'deg': 163}",{'all': 100},1586711069.0,"{'country': 'AR', 'sunrise': 1586688764, 'sunset': 1586729785}",-10800.0,3837213.0,San Juan,200,,,
427,"{'lon': 54.14, 'lat': 27.67}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 294.15, 'feels_like': 294.54, 'temp_min': 294.15, 'temp_max': 294.15, 'pressure': 1013, 'humidity': 64}",10000.0,"{'speed': 1.21, 'deg': 262}",{'all': 40},1586711070.0,"{'type': 1, 'id': 7497, 'country': 'IR', 'sunrise': 1586656891, 'sunset': 1586702782}",16200.0,133595.0,Gerāsh,200,,,
428,"{'lon': 69.9, 'lat': 60.05}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 276.73, 'feels_like': 273.1, 'temp_min': 276.73, 'temp_max': 276.73, 'pressure': 1016, 'humidity': 92, 'sea_level': 1016, 'grnd_level': 1012}",,"{'speed': 2.89, 'deg': 112}",{'all': 100},1586711070.0,"{'country': 'RU', 'sunrise': 1586650302, 'sunset': 1586701808}",18000.0,1506268.0,Gornopravdinsk,200,,,
429,"{'lon': 54.94, 'lat': 58.27}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 277.74, 'feels_like': 275.07, 'temp_min': 277.74, 'temp_max': 277.74, 'pressure': 1006, 'humidity': 89, 'sea_level': 1006, 'grnd_level': 987}",,"{'speed': 1.65, 'deg': 52}",{'all': 100},1586711070.0,"{'country': 'RU', 'sunrise': 1586654169, 'sunset': 1586705120}",18000.0,552887.0,Karagay,200,,{'3h': 0.86},
430,"{'lon': -158.09, 'lat': 21.35}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 293.95, 'feels_like': 294.9, 'temp_min': 292.15, 'temp_max': 296.15, 'pressure': 1019, 'humidity': 88}",16093.0,"{'speed': 3.1, 'deg': 330}",{'all': 40},1586711002.0,"{'type': 1, 'id': 7866, 'country': 'US', 'sunrise': 1586708093, 'sunset': 1586753433}",-36000.0,5850554.0,Makakilo City,200,,,
431,"{'lon': 31.9, 'lat': 54.43}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 278.57, 'feels_like': 273.87, 'temp_min': 278.57, 'temp_max': 278.57, 'pressure': 1019, 'humidity': 60, 'sea_level': 1019, 'grnd_level': 996}",,"{'speed': 3.54, 'deg': 216}",{'all': 92},1586711070.0,"{'country': 'RU', 'sunrise': 1586660210, 'sunset': 1586710136}",10800.0,525426.0,Sobolevo,200,,,
432,"{'lon': -3.98, 'lat': 22.68}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 311.99, 'feels_like': 306.65, 'temp_min': 311.99, 'temp_max': 311.99, 'pressure': 1005, 'humidity': 8, 'sea_level': 1005, 'grnd_level': 990}",,"{'speed': 4.52, 'deg': 284}",{'all': 0},1586711070.0,"{'country': 'ML', 'sunrise': 1586671068, 'sunset': 1586716498}",0.0,2450173.0,Taoudenni,200,,,
433,"{'lon': -120.18, 'lat': 39.33}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 281.6, 'feels_like': 273.75, 'temp_min': 278.15, 'temp_max': 284.82, 'pressure': 1018, 'humidity': 23}",16093.0,"{'speed': 6.7, 'deg': 70, 'gust': 9.8}",{'all': 75},1586711070.0,"{'type': 1, 'id': 3750, 'country': 'US', 'sunrise': 1586698019, 'sunset': 1586745313}",-25200.0,5403676.0,Truckee,200,,,
434,"{'lon': 62.5, 'lat': 32.5}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 291.21, 'feels_like': 288.77, 'temp_min': 291.21, 'temp_max': 291.21, 'pressure': 1014, 'humidity': 50, 'sea_level': 1014, 'grnd_level': 897}",,"{'speed': 2.65, 'deg': 49}",{'all': 92},1586711070.0,"{'country': 'AF', 'sunrise': 1586654634, 'sunset': 1586701027}",16200.0,1142263.0,Farah,200,,,
435,"{'lon': 170.5, 'lat': -45.87}","[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",stations,"{'temp': 281.18, 'feels_like': 279.95, 'temp_min': 280.93, 'temp_max': 281.48, 'pressure': 965, 'humidity': 87}",,"{'speed': 0.45, 'deg': 315, 'gust': 2.68}",{'all': 68},1586710986.0,"{'type': 3, 'id': 2031989, 'country': 'NZ', 'sunrise': 1586718673, 'sunset': 1586757927}",43200.0,2191562.0,Dunedin,200,,{'1h': 5.47},
436,"{'lon': 122.9, 'lat': 54.05}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 274.34, 'feels_like': 269.32, 'temp_min': 274.34, 'temp_max': 274.34, 'pressure': 1022, 'humidity': 71, 'sea_level': 1022, 'grnd_level': 962}",,"{'speed': 3.69, 'deg': 10}",{'all': 89},1586711071.0,"{'country': 'RU', 'sunrise': 1586724709, 'sunset': 1586774734}",32400.0,2014078.0,Urusha,200,,,
437,"{'lon': -90.99, 'lat': 14.76}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 295.91, 'feels_like': 293.17, 'temp_min': 294.82, 'temp_max': 297.15, 'pressure': 1027, 'humidity': 53}",10000.0,"{'speed': 5.1, 'deg': 180}",{'all': 75},1586711071.0,"{'type': 1, 'id': 7079, 'country': 'GT', 'sunrise': 1586692282, 'sunset': 1586737041}",-21600.0,3588476.0,Tecpan,200,,,
438,"{'lon': -104.82, 'lat': 38.83}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 266.47, 'feels_like': 252.69, 'temp_min': 263.71, 'temp_max': 270.15, 'pressure': 1011, 'humidity': 53}",12874.0,"{'speed': 14.9, 'deg': 350, 'gust': 19}",{'all': 75},1586710570.0,"{'type': 1, 'id': 3678, 'country': 'US', 'sunrise': 1586694370, 'sunset': 1586741591}",-21600.0,5417598.0,Colorado Springs,200,,,
439,"{'lon': -46.03, 'lat': 60.72}","[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]",stations,"{'temp': 280.15, 'feels_like': 271.03, 'temp_min': 280.15, 'temp_max': 280.15, 'pressure': 1001, 'humidity': 42}",,"{'speed': 9.3, 'deg': 70}",{'all': 93},1586711071.0,"{'type': 1, 'id': 47, 'country': 'GL', 'sunrise': 1586677951, 'sunset': 1586729796}",-7200.0,3420846.0,Qaqortoq,200,,,
